user_id,country,device_type,age_group,signup_date
1707,UK,Mobile,45-54,2024-08-09
1708,Germany,Tablet,35-44,2024-12-05
1709,USA,Desktop,45-54,2024-12-13
1710,USA,Mobile,18-24,2024-07-07
1711,Australia,Mobile,35-44,2024-11-22
1712,Germany,Mobile,25-34,2024-11-19
1713,Canada,Desktop,35-44,2024-11-06
1714,Germany,Desktop,35-44,2024-04-08
1715,Canada,Tablet,25-34,2024-04-06
1716,Germany,Desktop,55+,2024-11-22
1717,Germany,Mobile,55+,2024-03-13
1718,India,Mobile,35-44,2024-09-12
1719,USA,Mobile,35-44,2024-08-18
1720,Germany,Desktop,45-54,2024-06-18
1721,Australia,Mobile,55+,2024-11-28
1722,Germany,Mobile,25-34,2024-06-05
1723,UK,Mobile,35-44,2024-08-09
1724,USA,Mobile,35-44,2024-12-29
1725,UK,Mobile,45-54,2024-12-11
1726,USA,Mobile,45-54,2024-04-08
1727,UK,Mobile,45-54,2024-08-07
1728,Germany,Mobile,18-24,2024-08-31
1729,Germany,Mobile,25-34,2024-09-15
1730,India,Mobile,18-24,2024-07-12
1731,Australia,Mobile,35-44,2024-05-29
1732,UK,Desktop,45-54,2024-06-03
1733,Canada,Mobile,45-54,2024-01-22
1734,India,Desktop,45-54,2024-04-25
1735,UK,Desktop,55+,2024-04-22
1736,UK,Mobile,25-34,2024-07-29
1737,India,Mobile,18-24,2024-01-24
1738,Germany,Tablet,25-34,2024-10-09
1739,UK,Desktop,45-54,2024-10-18
1740,Germany,Tablet,35-44,2024-12-28
1741,India,Desktop,55+,2024-02-25
1742,Germany,Mobile,25-34,2024-09-22
1743,USA,Mobile,35-44,2024-02-23
1744,Canada,Mobile,45-54,2024-12-02
1745,UK,Mobile,45-54,2024-04-17
1746,Australia,Mobile,45-54,2024-07-20
1747,Canada,Desktop,45-54,2024-07-20
1748,Germany,Mobile,55+,2024-12-02
1749,UK,Mobile,55+,2024-08-05
1750,Germany,Desktop,25-34,2024-08-30
1751,USA,Desktop,45-54,2024-12-19
1752,India,Mobile,55+,2024-06-26
1753,UK,Desktop,35-44,2024-03-01
1754,USA,Desktop,55+,2024-02-05
1755,USA,Mobile,55+,2024-12-23
1756,UK,Mobile,25-34,2024-02-15
1757,Germany,Mobile,55+,2024-04-04
1758,Australia,Mobile,35-44,2024-11-22
1759,USA,Mobile,45-54,2024-02-13
1760,Canada,Tablet,18-24,2024-11-15
1761,USA,Desktop,25-34,2024-08-13
1762,Australia,Desktop,35-44,2024-05-25
1763,Germany,Tablet,25-34,2024-09-25
1764,Germany,Desktop,45-54,2024-01-13
1765,Canada,Mobile,55+,2024-01-25
1766,USA,Mobile,55+,2024-09-17
1767,Germany,Desktop,35-44,2024-05-07
1768,Australia,Mobile,45-54,2024-02-08
1769,UK,Mobile,18-24,2024-06-05
1770,India,Mobile,18-24,2024-12-29
1771,India,Desktop,55+,2024-07-03
1772,India,Mobile,45-54,2024-06-22
1773,USA,Desktop,45-54,2024-07-04
1774,Canada,Mobile,35-44,2024-10-07
1775,Germany,Desktop,18-24,2024-03-14
1776,UK,Mobile,35-44,2024-10-21
1777,Australia,Desktop,25-34,2024-01-16
1778,UK,Mobile,45-54,2024-07-06
1779,Australia,Desktop,18-24,2024-06-20
1780,USA,Mobile,35-44,2024-07-04
1781,India,Mobile,55+,2024-02-01
1782,USA,Mobile,25-34,2024-03-03
1783,Canada,Mobile,35-44,2024-12-14
1784,Canada,Mobile,55+,2024-10-27
1785,Australia,Mobile,18-24,2024-11-04
1786,Germany,Desktop,18-24,2024-07-07
1787,Germany,Desktop,25-34,2024-11-01
1788,Australia,Mobile,55+,2024-01-26
1789,Canada,Desktop,45-54,2024-12-11
1790,Canada,Mobile,18-24,2024-02-08
1791,Canada,Mobile,45-54,2024-07-11
1792,USA,Mobile,45-54,2024-06-11
1793,Canada,Mobile,35-44,2024-02-22
1794,UK,Mobile,35-44,2024-06-22
1795,India,Tablet,18-24,2024-07-14
1796,Canada,Mobile,45-54,2024-07-29
1797,Australia,Mobile,35-44,2024-10-04
1798,India,Mobile,55+,2024-07-06
1799,USA,Desktop,55+,2024-11-03
1800,Australia,Mobile,55+,2024-11-26
1801,India,Desktop,55+,2024-08-01
1802,Australia,Desktop,45-54,2024-11-24
1803,USA,Desktop,55+,2024-01-29
1804,UK,Desktop,45-54,2024-06-19
1805,USA,Mobile,18-24,2024-05-01
1806,USA,Desktop,18-24,2024-06-07
1807,Australia,Mobile,55+,2024-03-26
1808,Germany,Desktop,55+,2024-10-28
1809,Canada,Desktop,55+,2024-01-04
1810,Canada,Desktop,18-24,2024-01-02
1811,UK,Mobile,35-44,2024-05-12
1812,UK,Mobile,18-24,2024-10-28
1813,Canada,Tablet,55+,2024-03-19
1814,Germany,Mobile,35-44,2024-05-26
1815,Canada,Mobile,35-44,2024-06-14
1816,Germany,Mobile,25-34,2024-11-10
1817,UK,Tablet,45-54,2024-08-25
1818,India,Mobile,55+,2024-11-23
1819,Australia,Mobile,45-54,2024-10-02
1820,UK,Mobile,25-34,2024-07-22
1821,UK,Mobile,45-54,2024-02-22
1822,USA,Desktop,55+,2024-04-16
1823,USA,Desktop,25-34,2024-02-24
1824,USA,Desktop,45-54,2024-09-02
1825,Australia,Mobile,18-24,2024-06-12
1826,USA,Desktop,35-44,2024-01-15
1827,Germany,Mobile,25-34,2024-01-01
1828,Canada,Mobile,18-24,2024-12-16
1829,India,Mobile,55+,2024-05-16
1830,UK,Mobile,35-44,2024-05-30
1831,Germany,Mobile,25-34,2024-06-28
1832,India,Mobile,35-44,2024-08-19
1833,Germany,Mobile,25-34,2024-07-06
1834,Germany,Mobile,25-34,2024-01-18
1835,UK,Desktop,45-54,2024-08-12
1836,Canada,Mobile,35-44,2024-04-14
1837,USA,Desktop,35-44,2024-07-24
1838,Australia,Mobile,18-24,2024-07-04
1839,Canada,Desktop,55+,2024-03-05
1840,Australia,Desktop,18-24,2024-11-28
1841,UK,Desktop,45-54,2024-07-25
1842,UK,Desktop,25-34,2024-08-16
1843,UK,Mobile,45-54,2024-03-09
1844,India,Mobile,45-54,2024-05-21
1845,Australia,Mobile,18-24,2024-07-24
1846,Canada,Mobile,25-34,2024-06-22
1847,Canada,Mobile,55+,2024-07-15
1848,Germany,Desktop,45-54,2024-11-26
1849,Germany,Mobile,55+,2024-11-02
1850,Germany,Mobile,25-34,2024-07-15
1851,UK,Desktop,25-34,2024-08-15
1852,Canada,Desktop,18-24,2024-09-27
1853,Australia,Desktop,35-44,2024-07-17
1854,UK,Desktop,18-24,2024-11-20
1855,India,Mobile,55+,2024-01-15
1856,Germany,Mobile,18-24,2024-10-12
1857,UK,Tablet,25-34,2024-11-29
1858,UK,Desktop,45-54,2024-08-03
1859,India,Desktop,35-44,2024-02-04
1860,USA,Mobile,25-34,2024-03-09
1861,Canada,Desktop,45-54,2024-07-30
1862,Australia,Mobile,55+,2024-02-15
1863,USA,Mobile,55+,2024-09-04
1864,Germany,Mobile,55+,2024-03-25
1865,UK,Mobile,18-24,2024-02-17
1866,India,Mobile,55+,2024-08-18
1867,India,Mobile,55+,2024-03-07
1868,Canada,Mobile,18-24,2024-03-29
1869,USA,Mobile,45-54,2024-08-06
1870,Canada,Desktop,25-34,2024-02-21
1871,UK,Desktop,35-44,2024-01-22
1872,Canada,Mobile,55+,2024-04-08
1873,Australia,Mobile,55+,2024-05-10
1874,India,Desktop,55+,2024-03-28
1875,India,Mobile,18-24,2024-05-15
1876,Germany,Mobile,18-24,2024-02-08
1877,Germany,Mobile,18-24,2024-01-18
1878,UK,Tablet,35-44,2024-04-14
1879,Australia,Mobile,25-34,2024-05-25
1880,USA,Mobile,55+,2024-12-01
1881,Canada,Mobile,45-54,2024-08-11
1882,UK,Mobile,55+,2024-04-26
1883,Germany,Mobile,55+,2024-01-01
1884,Canada,Mobile,55+,2024-04-26
1885,Germany,Mobile,55+,2024-01-26
1886,Canada,Tablet,25-34,2024-01-12
1887,USA,Desktop,45-54,2024-10-20
1888,UK,Desktop,18-24,2024-12-06
1889,Canada,Desktop,45-54,2024-06-17
1890,Australia,Mobile,55+,2024-02-22
1891,India,Desktop,45-54,2024-09-25
1892,Australia,Mobile,55+,2024-09-04
1893,Australia,Mobile,45-54,2024-05-07
1894,India,Desktop,35-44,2024-03-16
1895,Australia,Desktop,45-54,2024-09-25
1896,Canada,Desktop,18-24,2024-05-25
1897,Canada,Mobile,18-24,2024-02-17
1898,Canada,Tablet,45-54,2024-07-17
1899,India,Tablet,45-54,2024-03-11
1900,Australia,Mobile,25-34,2024-04-01
1901,India,Mobile,45-54,2024-07-27
1902,Canada,Mobile,18-24,2024-12-07
1903,Australia,Tablet,35-44,2024-12-04
1904,Australia,Mobile,18-24,2024-02-17
1905,Germany,Mobile,25-34,2024-01-29
1906,Germany,Mobile,45-54,2024-06-24
1907,USA,Mobile,35-44,2024-01-19
1908,UK,Desktop,18-24,2024-12-20
1909,Germany,Mobile,35-44,2024-02-16
1910,India,Tablet,55+,2024-12-10
1911,Germany,Desktop,18-24,2024-02-29
1912,USA,Desktop,55+,2024-06-24
1913,Australia,Mobile,35-44,2024-09-11
1914,USA,Mobile,45-54,2024-08-16
1915,Australia,Mobile,45-54,2024-05-26
1916,Australia,Mobile,45-54,2024-10-24
1917,UK,Mobile,55+,2024-11-28
1918,Germany,Tablet,45-54,2024-08-26
1919,India,Mobile,25-34,2024-11-27
1920,India,Mobile,18-24,2024-07-06
1921,Canada,Mobile,18-24,2024-11-19
1922,Australia,Mobile,35-44,2024-11-30
1923,India,Tablet,55+,2024-07-27
1924,UK,Mobile,18-24,2024-03-15
1925,Australia,Mobile,55+,2024-07-01
1926,UK,Desktop,35-44,2024-03-27
1927,India,Mobile,45-54,2024-09-27
1928,India,Mobile,35-44,2024-06-28
1929,Canada,Mobile,25-34,2024-09-01
1930,India,Mobile,45-54,2024-12-11
1931,Australia,Mobile,45-54,2024-01-07
1932,Australia,Mobile,45-54,2024-09-25
1933,Australia,Desktop,35-44,2024-01-13
1934,Canada,Mobile,25-34,2024-08-13
1935,Canada,Desktop,55+,2024-09-22
1936,India,Desktop,35-44,2024-08-29
1937,USA,Mobile,18-24,2024-06-28
1938,USA,Mobile,18-24,2024-06-28
1939,Canada,Mobile,35-44,2024-05-05
1940,India,Desktop,55+,2024-10-09
1941,USA,Mobile,18-24,2024-12-21
1942,India,Desktop,55+,2024-07-08
1943,India,Mobile,45-54,2024-01-16
1944,India,Desktop,35-44,2024-11-10
1945,Germany,Mobile,45-54,2024-01-21
1946,Australia,Mobile,18-24,2024-01-16
1947,India,Mobile,55+,2024-09-25
1948,Germany,Mobile,45-54,2024-02-02
1949,Canada,Mobile,18-24,2024-06-30
1950,USA,Desktop,25-34,2024-03-09
1951,Australia,Desktop,45-54,2024-02-21
1952,USA,Desktop,25-34,2024-03-05
1953,Australia,Mobile,25-34,2024-10-26
1954,USA,Mobile,18-24,2024-11-30
1955,Australia,Mobile,35-44,2024-08-15
1956,USA,Mobile,55+,2024-08-09
1957,USA,Mobile,18-24,2024-09-28
1958,USA,Mobile,45-54,2024-01-18
1959,USA,Mobile,55+,2024-08-05
1960,Canada,Mobile,35-44,2024-09-29
1961,India,Mobile,18-24,2024-11-03
1962,UK,Desktop,35-44,2024-06-21
1963,Germany,Mobile,45-54,2024-02-25
1964,UK,Tablet,18-24,2024-12-14
1965,UK,Desktop,45-54,2024-01-09
1966,Australia,Mobile,55+,2024-10-09
1967,India,Mobile,55+,2024-10-19
1968,Australia,Mobile,35-44,2024-01-22
1969,India,Desktop,35-44,2024-03-12
1970,India,Mobile,55+,2024-12-20
1971,USA,Tablet,25-34,2024-11-23
1972,Canada,Mobile,55+,2024-06-20
1973,USA,Desktop,18-24,2024-05-02
1974,Canada,Desktop,45-54,2024-03-31
1975,Australia,Mobile,55+,2024-08-11
1976,Canada,Mobile,55+,2024-10-18
1977,Australia,Mobile,45-54,2024-12-19
1978,UK,Mobile,45-54,2024-09-08
1979,UK,Mobile,18-24,2024-10-24
1980,Canada,Desktop,45-54,2024-09-12
1981,Canada,Mobile,35-44,2024-01-13
1982,Australia,Tablet,55+,2024-11-30
1983,USA,Desktop,45-54,2024-04-27
1984,Australia,Mobile,18-24,2024-06-26
1985,USA,Desktop,45-54,2024-11-03
1986,UK,Mobile,55+,2024-06-09
1987,India,Desktop,25-34,2024-04-04
1988,Canada,Mobile,45-54,2024-11-09
1989,USA,Mobile,35-44,2024-06-16
1990,Australia,Mobile,55+,2024-03-27
1991,UK,Mobile,18-24,2024-01-03
1992,USA,Mobile,55+,2024-01-16
1993,Australia,Mobile,25-34,2024-05-09
1994,Canada,Mobile,18-24,2024-01-23
1995,Canada,Desktop,25-34,2024-04-07
1996,Germany,Mobile,25-34,2024-06-06
1997,India,Mobile,35-44,2024-08-26
1998,Germany,Desktop,45-54,2024-01-10
1999,UK,Desktop,35-44,2024-11-16
2000,USA,Tablet,35-44,2024-01-22
2001,UK,Mobile,35-44,2024-11-03
2002,Australia,Mobile,18-24,2024-07-02
2003,Canada,Mobile,45-54,2024-08-04
2004,Germany,Mobile,45-54,2024-08-01
2005,Germany,Desktop,18-24,2024-12-01
2006,Germany,Mobile,35-44,2024-06-06
2007,UK,Tablet,35-44,2024-07-28
2008,Canada,Mobile,25-34,2024-05-12
2009,USA,Tablet,25-34,2024-02-22
2010,Australia,Mobile,55+,2024-08-16
2011,USA,Desktop,25-34,2024-07-01
2012,UK,Desktop,45-54,2024-01-23
2013,Australia,Tablet,18-24,2024-04-15
2014,Germany,Mobile,35-44,2024-03-31
2015,India,Mobile,55+,2024-04-28
2016,UK,Desktop,25-34,2024-05-17
2017,UK,Mobile,55+,2024-04-29
2018,Canada,Mobile,18-24,2024-06-09
2019,USA,Mobile,18-24,2024-07-26
2020,UK,Mobile,55+,2024-12-14
2021,UK,Mobile,55+,2024-11-13
2022,Germany,Mobile,55+,2024-12-03
2023,Germany,Mobile,35-44,2024-06-03
2024,Australia,Mobile,45-54,2024-09-19
2025,India,Mobile,25-34,2024-12-21
2026,Canada,Mobile,25-34,2024-06-03
2027,India,Mobile,25-34,2024-11-25
2028,Australia,Desktop,55+,2024-11-08
2029,Germany,Tablet,55+,2024-10-12
2030,USA,Tablet,55+,2024-09-15
2031,Germany,Desktop,35-44,2024-06-05
2032,Canada,Mobile,35-44,2024-01-14
2033,Germany,Desktop,35-44,2024-03-17
2034,Canada,Mobile,35-44,2024-12-04
2035,Canada,Mobile,18-24,2024-11-30
2036,Canada,Mobile,35-44,2024-08-07
2037,Australia,Mobile,35-44,2024-08-19
2038,Canada,Mobile,35-44,2024-10-20
2039,Canada,Mobile,25-34,2024-05-21
2040,USA,Desktop,25-34,2024-09-07
2041,India,Mobile,25-34,2024-10-22
2042,UK,Mobile,45-54,2024-05-19
2043,India,Mobile,18-24,2024-05-21
2044,Canada,Mobile,55+,2024-05-08
2045,USA,Mobile,35-44,2024-11-19
2046,Germany,Desktop,25-34,2024-10-31
2047,USA,Mobile,18-24,2024-01-18
2048,Canada,Mobile,35-44,2024-08-30
2049,USA,Mobile,45-54,2024-06-12
2050,USA,Mobile,55+,2024-11-15
2051,Canada,Desktop,35-44,2024-04-05
2052,Australia,Mobile,55+,2024-01-28
2053,USA,Desktop,35-44,2024-08-17
2054,UK,Desktop,45-54,2024-01-25
2055,UK,Desktop,18-24,2024-06-23
2056,USA,Desktop,55+,2024-06-09
2057,Australia,Mobile,55+,2024-01-30
2058,Germany,Mobile,18-24,2024-06-13
2059,Canada,Mobile,55+,2024-07-26
2060,UK,Desktop,25-34,2024-04-11
2061,Germany,Desktop,18-24,2024-04-15
2062,USA,Desktop,45-54,2024-11-25
2063,Germany,Desktop,35-44,2024-03-09
2064,India,Mobile,35-44,2024-01-08
2065,UK,Mobile,18-24,2024-05-02
2066,USA,Mobile,25-34,2024-12-18
2067,Canada,Desktop,45-54,2024-04-10
2068,Australia,Desktop,35-44,2024-01-01
2069,USA,Desktop,35-44,2024-12-16
2070,Canada,Desktop,25-34,2024-01-07
2071,Australia,Desktop,55+,2024-11-13
2072,Australia,Desktop,18-24,2024-04-20
2073,USA,Desktop,25-34,2024-12-08
2074,Germany,Mobile,25-34,2024-07-04
2075,Germany,Desktop,25-34,2024-08-03
2076,Australia,Mobile,25-34,2024-12-08
2077,Germany,Desktop,55+,2024-05-02
2078,India,Mobile,45-54,2024-07-19
2079,Australia,Mobile,25-34,2024-01-08
2080,Australia,Desktop,25-34,2024-03-04
2081,Canada,Mobile,18-24,2024-05-15
2082,Germany,Tablet,35-44,2024-07-04
2083,Australia,Mobile,55+,2024-05-06
2084,India,Mobile,25-34,2024-02-18
2085,Canada,Mobile,45-54,2024-06-14
2086,USA,Mobile,45-54,2024-05-06
2087,Australia,Mobile,45-54,2024-10-28
2088,India,Mobile,18-24,2024-11-16
2089,UK,Mobile,45-54,2024-06-25
2090,India,Mobile,18-24,2024-07-21
2091,India,Mobile,55+,2024-06-05
2092,Canada,Desktop,45-54,2024-12-11
2093,USA,Mobile,35-44,2024-08-06
2094,UK,Mobile,25-34,2024-10-11
2095,Germany,Desktop,55+,2024-10-15
2096,Germany,Mobile,35-44,2024-01-28
2097,India,Desktop,55+,2024-12-16
2098,Canada,Desktop,45-54,2024-03-23
2099,Canada,Desktop,55+,2024-04-21
2100,Germany,Mobile,55+,2024-06-02
2101,UK,Desktop,55+,2024-01-29
2102,USA,Desktop,18-24,2024-07-31
2103,UK,Mobile,35-44,2024-04-11
2104,Australia,Mobile,45-54,2024-12-25
2105,Australia,Mobile,25-34,2024-08-01
2106,USA,Desktop,45-54,2024-10-30
2107,Germany,Mobile,45-54,2024-06-03
2108,USA,Desktop,18-24,2024-07-18
2109,Canada,Mobile,18-24,2024-06-16
2110,Australia,Desktop,55+,2024-08-25
2111,India,Mobile,45-54,2024-06-07
2112,India,Mobile,35-44,2024-07-11
2113,Germany,Mobile,18-24,2024-06-15
2114,Canada,Mobile,18-24,2024-08-13
2115,UK,Mobile,35-44,2024-09-07
2116,Canada,Mobile,18-24,2024-10-06
2117,India,Mobile,35-44,2024-08-08
2118,India,Desktop,25-34,2024-01-23
2119,Australia,Desktop,35-44,2024-07-07
2120,Canada,Mobile,25-34,2024-09-28
2121,Canada,Mobile,55+,2024-01-27
2122,India,Mobile,55+,2024-07-28
2123,UK,Desktop,18-24,2024-02-04
2124,Germany,Mobile,35-44,2024-07-16
2125,Germany,Mobile,18-24,2024-06-22
2126,Canada,Mobile,35-44,2024-08-05
2127,Germany,Desktop,18-24,2024-02-25
2128,India,Mobile,55+,2024-05-31
2129,India,Desktop,55+,2024-02-07
2130,Canada,Mobile,18-24,2024-07-16
2131,Canada,Mobile,35-44,2024-01-09
2132,Australia,Mobile,45-54,2024-06-26
2133,Canada,Mobile,35-44,2024-11-20
2134,UK,Mobile,18-24,2024-06-24
2135,Germany,Mobile,35-44,2024-09-17
2136,Canada,Mobile,25-34,2024-03-24
2137,USA,Mobile,35-44,2024-05-18
2138,Australia,Mobile,55+,2024-08-29
2139,USA,Tablet,55+,2024-11-11
2140,India,Mobile,25-34,2024-06-03
2141,Germany,Mobile,35-44,2024-08-08
2142,Canada,Mobile,45-54,2024-05-14
2143,USA,Mobile,35-44,2024-07-06
2144,Germany,Mobile,55+,2024-06-26
2145,India,Mobile,55+,2024-03-07
2146,UK,Mobile,18-24,2024-03-09
2147,Australia,Mobile,55+,2024-03-17
2148,Germany,Desktop,18-24,2024-01-12
2149,Germany,Mobile,55+,2024-10-09
2150,UK,Mobile,55+,2024-09-02
2151,Germany,Mobile,45-54,2024-08-24
2152,India,Mobile,18-24,2024-09-08
2153,India,Desktop,18-24,2024-07-25
2154,UK,Mobile,55+,2024-12-06
2155,Australia,Mobile,18-24,2024-04-17
2156,Canada,Mobile,55+,2024-07-27
2157,USA,Mobile,55+,2024-11-06
2158,Canada,Desktop,35-44,2024-11-03
2159,Germany,Mobile,18-24,2024-10-19
2160,USA,Mobile,25-34,2024-04-22
2161,UK,Mobile,18-24,2024-01-15
2162,UK,Mobile,18-24,2024-12-05
2163,Australia,Mobile,45-54,2024-03-23
2164,USA,Mobile,25-34,2024-03-05
2165,India,Desktop,25-34,2024-01-03
2166,USA,Mobile,45-54,2024-12-26
2167,Germany,Mobile,45-54,2024-08-23
2168,India,Mobile,18-24,2024-05-08
2169,UK,Mobile,35-44,2024-09-03
2170,USA,Mobile,45-54,2024-08-22
2171,Canada,Tablet,25-34,2024-01-30
2172,Australia,Desktop,25-34,2024-03-11
2173,Canada,Mobile,18-24,2024-05-27
2174,Australia,Mobile,35-44,2024-04-02
2175,Germany,Mobile,55+,2024-10-09
2176,Canada,Mobile,45-54,2024-08-04
2177,USA,Desktop,45-54,2024-08-25
2178,USA,Mobile,18-24,2024-08-14
2179,Canada,Mobile,35-44,2024-08-06
2180,USA,Desktop,25-34,2024-11-14
2181,Germany,Mobile,25-34,2024-12-02
2182,India,Desktop,55+,2024-01-31
2183,Germany,Desktop,25-34,2024-04-23
2184,Australia,Mobile,45-54,2024-04-11
2185,Germany,Mobile,55+,2024-04-02
2186,Australia,Desktop,35-44,2024-07-25
2187,USA,Desktop,55+,2024-08-16
2188,India,Mobile,35-44,2024-03-11
2189,USA,Mobile,25-34,2024-12-07
2190,UK,Mobile,18-24,2024-05-15
2191,USA,Mobile,55+,2024-10-10
2192,Australia,Mobile,55+,2024-12-03
2193,USA,Mobile,45-54,2024-12-16
2194,USA,Mobile,45-54,2024-01-17
2195,India,Mobile,35-44,2024-08-02
2196,USA,Tablet,18-24,2024-08-31
2197,India,Desktop,45-54,2024-04-04
2198,Canada,Mobile,45-54,2024-04-30
2199,UK,Mobile,25-34,2024-01-06
2200,India,Mobile,25-34,2024-09-24
2201,Australia,Mobile,45-54,2024-03-27
2202,Canada,Desktop,35-44,2024-07-07
2203,India,Mobile,18-24,2024-04-12
2204,India,Tablet,45-54,2024-04-13
2205,UK,Mobile,35-44,2024-10-17
2206,Australia,Mobile,35-44,2024-03-07
2207,Germany,Mobile,45-54,2024-04-15
2208,Germany,Mobile,35-44,2024-09-04
2209,India,Mobile,55+,2024-12-13
2210,USA,Desktop,35-44,2024-07-25
2211,Australia,Desktop,45-54,2024-07-23
2212,Canada,Desktop,35-44,2024-11-14
2213,USA,Desktop,45-54,2024-03-23
2214,USA,Desktop,25-34,2024-03-22
2215,Australia,Mobile,45-54,2024-10-13
2216,India,Mobile,35-44,2024-02-06
2217,India,Desktop,45-54,2024-07-31
2218,India,Mobile,18-24,2024-05-12
2219,India,Desktop,45-54,2024-04-24
2220,Germany,Mobile,45-54,2024-07-29
2221,India,Mobile,18-24,2024-05-11
2222,Germany,Desktop,18-24,2024-06-02
2223,Germany,Mobile,18-24,2024-10-20
2224,India,Mobile,55+,2024-06-30
2225,UK,Desktop,45-54,2024-05-26
2226,Canada,Desktop,18-24,2024-08-09
2227,USA,Mobile,18-24,2024-10-08
2228,Germany,Desktop,25-34,2024-05-06
2229,Australia,Desktop,55+,2024-11-03
2230,Australia,Desktop,45-54,2024-07-21
2231,Canada,Desktop,35-44,2024-04-27
2232,Australia,Mobile,55+,2024-03-01
2233,UK,Mobile,55+,2024-08-18
2234,Australia,Mobile,25-34,2024-05-29
2235,USA,Mobile,45-54,2024-05-24
2236,USA,Mobile,45-54,2024-04-20
2237,Germany,Mobile,18-24,2024-06-15
2238,India,Mobile,18-24,2024-07-07
2239,UK,Mobile,55+,2024-02-18
2240,Germany,Mobile,25-34,2024-04-16
2241,UK,Desktop,45-54,2024-04-02
2242,India,Mobile,25-34,2024-05-03
2243,Australia,Mobile,35-44,2024-11-12
2244,Australia,Mobile,45-54,2024-05-19
2245,India,Mobile,18-24,2024-11-09
2246,Germany,Desktop,55+,2024-01-11
2247,India,Mobile,25-34,2024-12-26
2248,Canada,Mobile,18-24,2024-06-19
2249,USA,Mobile,55+,2024-02-05
2250,Germany,Mobile,18-24,2024-05-09
2251,UK,Mobile,45-54,2024-12-08
2252,Canada,Mobile,25-34,2024-03-01
2253,Germany,Mobile,35-44,2024-11-29
2254,India,Desktop,18-24,2024-02-18
2255,India,Desktop,25-34,2024-07-04
2256,India,Mobile,45-54,2024-08-08
2257,India,Mobile,18-24,2024-01-06
2258,UK,Mobile,45-54,2024-10-26
2259,Canada,Mobile,35-44,2024-06-23
2260,Australia,Mobile,35-44,2024-10-05
2261,USA,Desktop,55+,2024-12-19
2262,UK,Mobile,55+,2024-12-29
2263,UK,Desktop,55+,2024-07-22
2264,Australia,Mobile,45-54,2024-04-05
2265,Australia,Tablet,55+,2024-10-08
2266,USA,Mobile,25-34,2024-05-14
2267,USA,Desktop,45-54,2024-02-02
2268,Australia,Mobile,45-54,2024-03-22
2269,India,Desktop,55+,2024-05-27
2270,UK,Desktop,55+,2024-04-04
2271,Germany,Desktop,45-54,2024-06-18
2272,USA,Mobile,35-44,2024-07-29
2273,USA,Desktop,35-44,2024-07-09
2274,Australia,Mobile,55+,2024-01-07
2275,Canada,Mobile,35-44,2024-11-09
2276,Germany,Desktop,25-34,2024-12-07
2277,Germany,Mobile,25-34,2024-02-03
2278,USA,Mobile,25-34,2024-02-20
2279,India,Mobile,45-54,2024-04-29
2280,Canada,Desktop,45-54,2024-05-17
2281,Germany,Mobile,45-54,2024-04-15
2282,USA,Mobile,45-54,2024-10-08
2283,Germany,Mobile,45-54,2024-02-01
2284,Canada,Desktop,55+,2024-05-03
2285,Canada,Mobile,35-44,2024-06-18
2286,UK,Desktop,55+,2024-01-12
2287,Australia,Mobile,35-44,2024-06-16
2288,Australia,Desktop,55+,2024-12-08
2289,USA,Tablet,25-34,2024-03-18
2290,Canada,Mobile,18-24,2024-02-03
2291,UK,Mobile,45-54,2024-07-27
2292,UK,Desktop,18-24,2024-11-21
2293,Germany,Mobile,18-24,2024-01-08
2294,Germany,Mobile,25-34,2024-08-12
2295,UK,Desktop,18-24,2024-08-14
2296,Germany,Tablet,18-24,2024-06-23
2297,Canada,Mobile,25-34,2024-03-21
2298,India,Mobile,35-44,2024-10-08
2299,Canada,Mobile,55+,2024-02-26
2300,UK,Mobile,18-24,2024-05-14
2301,UK,Desktop,45-54,2024-08-25
2302,Canada,Desktop,25-34,2024-08-04
2303,Germany,Desktop,18-24,2024-08-14
2304,Germany,Mobile,35-44,2024-01-26
2305,Australia,Mobile,35-44,2024-07-05
2306,UK,Mobile,45-54,2024-04-27
2307,USA,Mobile,18-24,2024-07-15
2308,Australia,Desktop,45-54,2024-04-25
2309,Germany,Mobile,35-44,2024-10-29
2310,Canada,Mobile,35-44,2024-04-11
2311,Germany,Desktop,55+,2024-06-11
2312,Canada,Tablet,35-44,2024-06-26
2313,Australia,Desktop,25-34,2024-10-06
2314,UK,Desktop,55+,2024-10-12
2315,Germany,Mobile,45-54,2024-07-30
2316,Canada,Mobile,35-44,2024-02-23
2317,UK,Mobile,25-34,2024-03-07
2318,USA,Mobile,55+,2024-02-01
2319,Canada,Desktop,25-34,2024-09-07
2320,Australia,Mobile,55+,2024-01-08
2321,USA,Mobile,55+,2024-08-02
2322,USA,Mobile,55+,2024-02-15
2323,India,Mobile,45-54,2024-03-20
2324,Germany,Desktop,55+,2024-02-04
2325,Canada,Mobile,55+,2024-07-07
2326,USA,Desktop,25-34,2024-03-29
2327,India,Mobile,55+,2024-11-30
2328,Australia,Mobile,45-54,2024-05-15
2329,UK,Desktop,25-34,2024-02-03
2330,Canada,Desktop,55+,2024-10-07
2331,USA,Mobile,25-34,2024-04-22
2332,Germany,Mobile,45-54,2024-06-20
2333,India,Mobile,25-34,2024-12-04
2334,USA,Desktop,45-54,2024-02-12
2335,Germany,Desktop,35-44,2024-01-13
2336,USA,Desktop,55+,2024-06-22
2337,Canada,Mobile,45-54,2024-05-04
